Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.03, 'minutes_used': 120, 'timestamp': '2025-01-01 00:00:00'}
Device: fan, Data: {'device_id': 102, 'speed': 2, 'status': 'on', 'energy_consumption': 0.13, 'minutes_used': 478, 'timestamp': '2024-03-25 19:00:52'}
Device: fan, Data: {'device_id': 102, 'speed': 5, 'status': 'on', 'energy_consumption': 0.4, 'minutes_used': 426, 'timestamp': '2024-03-26 07:28:42'}
Device: fan, Data: {'device_id': 102, 'speed': 5, 'status': 'on', 'energy_consumption': 0.5, 'minutes_used': 192, 'timestamp': '2024-03-27 23:42:37'}
Device: fan, Data: {'device_id': 102, 'speed': 4, 'status': 'on', 'energy_consumption': 0.21, 'minutes_used': 97, 'timestamp': '2024-03-28 14:19:03'}
Device: fan, Data: {'device_id': 102, 'speed': 1, 'status': 'on', 'energy_consumption': 0.43, 'minutes_used': 291, 'timestamp': '2024-03-29 20:14:40'}
Device: fan, Data: {'device_id': 102, 'speed': 3, 'status': 'on', 'energy_consumption': 0.18, 'minutes_used': 471, 'timestamp': '2024-03-30 01:02:52'}
Device: fan, Data: {'device_id': 102, 'speed': 1, 'status': 'on', 'energy_consumption': 0.1, 'minutes_used': 99, 'timestamp': '2024-03-31 13:30:00'}
Device: fan, Data: {'device_id': 102, 'speed': 4, 'status': 'on', 'energy_consumption': 0.6, 'minutes_used': 200, 'timestamp': '2026-03-09 21:21:55'}
Device: fan, Data: {'device_id': 202, 'speed': 5, 'status': 'on', 'energy_consumption': 0.8, 'minutes_used': 250, 'timestamp': '2026-03-09 21:21:55'}
Device: fan, Data: {'device_id': 102, 'speed': 3, 'status': 'on', 'energy_consumption': 0.0, 'minutes_used': 0, 'timestamp': '2017-03-03 00:00:00'}
Device: fan, Data: {'device_id': 102, 'speed': 3, 'status': 'on', 'energy_consumption': 0.5, 'minutes_used': 120, 'timestamp': '2026-03-11 11:29:33'}
Device: fan, Data: {'device_id': 202, 'speed': 2, 'status': 'on', 'energy_consumption': 0.3, 'minutes_used': 60, 'timestamp': '2026-03-11 11:29:33'}
Device: fan, Data: {'device_id': 102, 'speed': 4, 'status': 'on', 'energy_consumption': 0.26, 'minutes_used': 218, 'timestamp': '2024-03-01 08:16:31'}
Device: fan, Data: {'device_id': 102, 'speed': 3, 'status': 'on', 'energy_consumption': 0.16, 'minutes_used': 316, 'timestamp': '2024-03-02 12:50:47'}
Device: fan, Data: {'device_id': 102, 'speed': 2, 'status': 'on', 'energy_consumption': 0.21, 'minutes_used': 322, 'timestamp': '2024-03-03 05:24:51'}
Device: fan, Data: {'device_id': 102, 'speed': 5, 'status': 'on', 'energy_consumption': 0.18, 'minutes_used': 299, 'timestamp': '2024-03-04 02:15:14'}
Device: fan, Data: {'device_id': 102, 'speed': 3, 'status': 'on', 'energy_consumption': 0.19, 'minutes_used': 91, 'timestamp': '2024-03-05 23:54:11'}
Device: fan, Data: {'device_id': 102, 'speed': 3, 'status': 'on', 'energy_consumption': 0.44, 'minutes_used': 131, 'timestamp': '2024-03-06 01:06:58'}
Device: fan, Data: {'device_id': 102, 'speed': 1, 'status': 'on', 'energy_consumption': 0.17, 'minutes_used': 128, 'timestamp': '2024-03-07 12:44:32'}
Device: fan, Data: {'device_id': 102, 'speed': 3, 'status': 'on', 'energy_consumption': 0.34, 'minutes_used': 195, 'timestamp': '2024-03-08 06:33:33'}
Device: fan, Data: {'device_id': 102, 'speed': 1, 'status': 'on', 'energy_consumption': 0.43, 'minutes_used': 246, 'timestamp': '2024-03-09 05:17:47'}
Device: fan, Data: {'device_id': 102, 'speed': 5, 'status': 'on', 'energy_consumption': 0.56, 'minutes_used': 291, 'timestamp': '2024-03-10 20:50:58'}
Device: fan, Data: {'device_id': 102, 'speed': 2, 'status': 'on', 'energy_consumption': 0.62, 'minutes_used': 151, 'timestamp': '2024-03-11 07:51:06'}
Device: fan, Data: {'device_id': 102, 'speed': 1, 'status': 'on', 'energy_consumption': 0.4, 'minutes_used': 175, 'timestamp': '2024-03-12 11:36:09'}
Device: fan, Data: {'device_id': 102, 'speed': 3, 'status': 'on', 'energy_consumption': 0.59, 'minutes_used': 75, 'timestamp': '2024-03-13 15:47:59'}
Device: fan, Data: {'device_id': 102, 'speed': 2, 'status': 'on', 'energy_consumption': 0.12, 'minutes_used': 479, 'timestamp': '2024-03-14 06:16:13'}
Device: fan, Data: {'device_id': 102, 'speed': 2, 'status': 'on', 'energy_consumption': 0.61, 'minutes_used': 361, 'timestamp': '2024-03-15 23:02:36'}
Device: fan, Data: {'device_id': 102, 'speed': 1, 'status': 'on', 'energy_consumption': 0.21, 'minutes_used': 102, 'timestamp': '2024-03-16 00:28:25'}
Device: fan, Data: {'device_id': 102, 'speed': 2, 'status': 'on', 'energy_consumption': 0.11, 'minutes_used': 432, 'timestamp': '2024-03-17 13:23:16'}
Device: fan, Data: {'device_id': 102, 'speed': 3, 'status': 'on', 'energy_consumption': 0.51, 'minutes_used': 315, 'timestamp': '2024-03-18 04:36:06'}
Device: fan, Data: {'device_id': 102, 'speed': 5, 'status': 'on', 'energy_consumption': 0.47, 'minutes_used': 93, 'timestamp': '2024-03-19 05:35:33'}
Device: fan, Data: {'device_id': 102, 'speed': 1, 'status': 'on', 'energy_consumption': 0.29, 'minutes_used': 462, 'timestamp': '2024-03-20 19:05:59'}
Device: fan, Data: {'device_id': 102, 'speed': 1, 'status': 'on', 'energy_consumption': 0.38, 'minutes_used': 472, 'timestamp': '2024-03-21 08:30:07'}
Device: fan, Data: {'device_id': 102, 'speed': 2, 'status': 'on', 'energy_consumption': 0.63, 'minutes_used': 270, 'timestamp': '2024-03-22 14:39:46'}
Device: fan, Data: {'device_id': 102, 'speed': 1, 'status': 'on', 'energy_consumption': 0.38, 'minutes_used': 445, 'timestamp': '2024-03-23 22:52:23'}
Device: fan, Data: {'device_id': 102, 'speed': 3, 'status': 'on', 'energy_consumption': 0.67, 'minutes_used': 234, 'timestamp': '2024-03-24 01:40:14'}
Device: fan, Data: {'device_id': 102, 'speed': 4, 'status': 'on', 'energy_consumption': 0.7, 'minutes_used': 459, 'timestamp': '2024-03-25 20:58:48'}
Device: fan, Data: {'device_id': 102, 'speed': 5, 'status': 'on', 'energy_consumption': 0.67, 'minutes_used': 166, 'timestamp': '2024-03-26 11:11:23'}
Device: fan, Data: {'device_id': 102, 'speed': 5, 'status': 'on', 'energy_consumption': 0.13, 'minutes_used': 366, 'timestamp': '2024-03-27 17:47:24'}
Device: fan, Data: {'device_id': 102, 'speed': 4, 'status': 'on', 'energy_consumption': 0.53, 'minutes_used': 290, 'timestamp': '2024-03-28 22:50:59'}
Device: fan, Data: {'device_id': 102, 'speed': 1, 'status': 'on', 'energy_consumption': 0.16, 'minutes_used': 410, 'timestamp': '2024-03-29 09:23:04'}
Device: fan, Data: {'device_id': 102, 'speed': 2, 'status': 'on', 'energy_consumption': 0.11, 'minutes_used': 255, 'timestamp': '2024-03-30 12:54:05'}
Device: fan, Data: {'device_id': 102, 'speed': 5, 'status': 'on', 'energy_consumption': 0.46, 'minutes_used': 338, 'timestamp': '2024-03-31 03:24:23'}
Device: fan, Data: {'device_id': 102, 'speed': 4, 'status': 'on', 'energy_consumption': 0.6, 'minutes_used': 200, 'timestamp': '2026-03-10 11:29:33'}
Device: fan, Data: {'device_id': 202, 'speed': 5, 'status': 'on', 'energy_consumption': 0.8, 'minutes_used': 250, 'timestamp': '2026-03-10 11:29:33'}
Device: ac, Data: {'device_id': 301, 'temperature': 24, 'status': 'on', 'energy_consumption': 2.0, 'minutes_used': 240, 'timestamp': '2026-01-14 12:26:44'}
Device: ac, Data: {'device_id': 301, 'temperature': 17, 'status': 'on', 'energy_consumption': 0.0, 'minutes_used': 0, 'timestamp': '2017-03-03 00:00:00'}
Device: ac, Data: {'device_id': 301, 'temperature': 22, 'status': 'on', 'energy_consumption': 2.5, 'minutes_used': 240, 'timestamp': '2026-03-10 21:21:55'}
Device: ac, Data: {'device_id': 301, 'temperature': 19, 'status': 'on', 'energy_consumption': 1.01, 'minutes_used': 269, 'timestamp': '2024-03-01 07:34:53'}
Device: ac, Data: {'device_id': 301, 'temperature': 18, 'status': 'on', 'energy_consumption': 2.75, 'minutes_used': 143, 'timestamp': '2024-03-02 19:12:34'}
Device: ac, Data: {'device_id': 301, 'temperature': 22, 'status': 'on', 'energy_consumption': 3.72, 'minutes_used': 284, 'timestamp': '2024-03-03 07:04:35'}
Device: ac, Data: {'device_id': 301, 'temperature': 21, 'status': 'on', 'energy_consumption': 3.3, 'minutes_used': 447, 'timestamp': '2024-03-04 15:46:17'}
Device: ac, Data: {'device_id': 301, 'temperature': 22, 'status': 'on', 'energy_consumption': 1.76, 'minutes_used': 368, 'timestamp': '2024-03-05 04:52:40'}
Device: ac, Data: {'device_id': 301, 'temperature': 21, 'status': 'on', 'energy_consumption': 2.51, 'minutes_used': 544, 'timestamp': '2024-03-06 18:53:22'}
Device: ac, Data: {'device_id': 301, 'temperature': 23, 'status': 'on', 'energy_consumption': 1.1, 'minutes_used': 179, 'timestamp': '2024-03-07 17:54:32'}
Device: ac, Data: {'device_id': 301, 'temperature': 21, 'status': 'on', 'energy_consumption': 2.41, 'minutes_used': 542, 'timestamp': '2024-03-08 11:36:39'}
Device: ac, Data: {'device_id': 301, 'temperature': 24, 'status': 'on', 'energy_consumption': 1.17, 'minutes_used': 146, 'timestamp': '2024-03-09 19:45:52'}
Device: ac, Data: {'device_id': 301, 'temperature': 20, 'status': 'on', 'energy_consumption': 1.2, 'minutes_used': 390, 'timestamp': '2024-03-10 22:09:36'}
Device: ac, Data: {'device_id': 301, 'temperature': 22, 'status': 'on', 'energy_consumption': 3.97, 'minutes_used': 208, 'timestamp': '2024-03-11 18:58:28'}
Device: ac, Data: {'device_id': 301, 'temperature': 23, 'status': 'on', 'energy_consumption': 1.81, 'minutes_used': 345, 'timestamp': '2024-03-12 13:26:49'}
Device: ac, Data: {'device_id': 301, 'temperature': 18, 'status': 'on', 'energy_consumption': 2.77, 'minutes_used': 215, 'timestamp': '2024-03-13 15:04:37'}
Device: ac, Data: {'device_id': 301, 'temperature': 21, 'status': 'on', 'energy_consumption': 1.92, 'minutes_used': 142, 'timestamp': '2024-03-14 07:59:56'}
Device: ac, Data: {'device_id': 301, 'temperature': 18, 'status': 'on', 'energy_consumption': 1.04, 'minutes_used': 138, 'timestamp': '2024-03-15 10:53:40'}
Device: ac, Data: {'device_id': 301, 'temperature': 20, 'status': 'on', 'energy_consumption': 1.59, 'minutes_used': 218, 'timestamp': '2024-03-16 15:05:28'}
Device: ac, Data: {'device_id': 301, 'temperature': 24, 'status': 'on', 'energy_consumption': 2.19, 'minutes_used': 567, 'timestamp': '2024-03-17 01:12:01'}
Device: ac, Data: {'device_id': 301, 'temperature': 19, 'status': 'on', 'energy_consumption': 1.56, 'minutes_used': 415, 'timestamp': '2024-03-18 11:21:36'}
Device: ac, Data: {'device_id': 301, 'temperature': 23, 'status': 'on', 'energy_consumption': 3.08, 'minutes_used': 143, 'timestamp': '2024-03-19 19:41:19'}
Device: ac, Data: {'device_id': 301, 'temperature': 21, 'status': 'on', 'energy_consumption': 3.45, 'minutes_used': 249, 'timestamp': '2024-03-20 07:58:33'}
Device: ac, Data: {'device_id': 301, 'temperature': 24, 'status': 'on', 'energy_consumption': 3.82, 'minutes_used': 318, 'timestamp': '2024-03-21 20:54:22'}
Device: ac, Data: {'device_id': 301, 'temperature': 24, 'status': 'on', 'energy_consumption': 2.66, 'minutes_used': 525, 'timestamp': '2024-03-22 16:33:19'}
Device: ac, Data: {'device_id': 301, 'temperature': 24, 'status': 'on', 'energy_consumption': 3.88, 'minutes_used': 225, 'timestamp': '2024-03-23 04:12:09'}
Device: ac, Data: {'device_id': 301, 'temperature': 18, 'status': 'on', 'energy_consumption': 2.12, 'minutes_used': 436, 'timestamp': '2024-03-24 15:34:33'}
Device: ac, Data: {'device_id': 301, 'temperature': 21, 'status': 'on', 'energy_consumption': 2.23, 'minutes_used': 463, 'timestamp': '2024-03-25 19:00:52'}
Device: ac, Data: {'device_id': 301, 'temperature': 21, 'status': 'on', 'energy_consumption': 2.13, 'minutes_used': 327, 'timestamp': '2024-03-26 07:28:42'}
Device: ac, Data: {'device_id': 301, 'temperature': 24, 'status': 'on', 'energy_consumption': 2.44, 'minutes_used': 299, 'timestamp': '2024-03-27 23:42:37'}
Device: ac, Data: {'device_id': 301, 'temperature': 22, 'status': 'on', 'energy_consumption': 2.13, 'minutes_used': 302, 'timestamp': '2024-03-28 14:19:03'}
Device: ac, Data: {'device_id': 301, 'temperature': 24, 'status': 'on', 'energy_consumption': 1.14, 'minutes_used': 121, 'timestamp': '2024-03-29 20:14:40'}
Device: ac, Data: {'device_id': 301, 'temperature': 18, 'status': 'on', 'energy_consumption': 2.46, 'minutes_used': 320, 'timestamp': '2024-03-30 01:02:52'}
Device: ac, Data: {'device_id': 301, 'temperature': 22, 'status': 'on', 'energy_consumption': 1.91, 'minutes_used': 258, 'timestamp': '2024-03-31 13:30:00'}
Device: ac, Data: {'device_id': 301, 'temperature': 17, 'status': 'on', 'energy_consumption': 0.0, 'minutes_used': 0, 'timestamp': '2017-03-03 00:00:00'}
Device: ac, Data: {'device_id': 301, 'temperature': 22, 'status': 'on', 'energy_consumption': 2.5, 'minutes_used': 240, 'timestamp': '2026-03-11 11:29:33'}
Device: ac, Data: {'device_id': 301, 'temperature': 24, 'status': 'on', 'energy_consumption': 1.76, 'minutes_used': 332, 'timestamp': '2024-03-01 08:16:31'}
Device: ac, Data: {'device_id': 301, 'temperature': 24, 'status': 'on', 'energy_consumption': 3.37, 'minutes_used': 199, 'timestamp': '2024-03-02 12:50:47'}
Device: ac, Data: {'device_id': 301, 'temperature': 21, 'status': 'on', 'energy_consumption': 1.1, 'minutes_used': 239, 'timestamp': '2024-03-03 05:24:51'}
Device: ac, Data: {'device_id': 301, 'temperature': 22, 'status': 'on', 'energy_consumption': 3.03, 'minutes_used': 120, 'timestamp': '2024-03-04 02:15:14'}
Device: ac, Data: {'device_id': 301, 'temperature': 19, 'status': 'on', 'energy_consumption': 3.2, 'minutes_used': 337, 'timestamp': '2024-03-05 23:54:11'}
Device: ac, Data: {'device_id': 301, 'temperature': 21, 'status': 'on', 'energy_consumption': 2.53, 'minutes_used': 264, 'timestamp': '2024-03-06 01:06:58'}
Device: ac, Data: {'device_id': 301, 'temperature': 21, 'status': 'on', 'energy_consumption': 2.0, 'minutes_used': 215, 'timestamp': '2024-03-07 12:44:32'}
Device: ac, Data: {'device_id': 301, 'temperature': 21, 'status': 'on', 'energy_consumption': 1.83, 'minutes_used': 448, 'timestamp': '2024-03-08 06:33:33'}
Device: ac, Data: {'device_id': 301, 'temperature': 20, 'status': 'on', 'energy_consumption': 2.6, 'minutes_used': 433, 'timestamp': '2024-03-09 05:17:47'}
Device: ac, Data: {'device_id': 301, 'temperature': 24, 'status': 'on', 'energy_consumption': 1.13, 'minutes_used': 358, 'timestamp': '2024-03-10 20:50:58'}
Device: ac, Data: {'device_id': 301, 'temperature': 23, 'status': 'on', 'energy_consumption': 3.47, 'minutes_used': 424, 'timestamp': '2024-03-11 07:51:06'}
Device: ac, Data: {'device_id': 301, 'temperature': 23, 'status': 'on', 'energy_consumption': 1.53, 'minutes_used': 136, 'timestamp': '2024-03-12 11:36:09'}
Device: ac, Data: {'device_id': 301, 'temperature': 19, 'status': 'on', 'energy_consumption': 2.2, 'minutes_used': 333, 'timestamp': '2024-03-13 15:47:59'}
Device: ac, Data: {'device_id': 301, 'temperature': 20, 'status': 'on', 'energy_consumption': 2.17, 'minutes_used': 279, 'timestamp': '2024-03-14 06:16:13'}
Device: ac, Data: {'device_id': 301, 'temperature': 19, 'status': 'on', 'energy_consumption': 1.54, 'minutes_used': 522, 'timestamp': '2024-03-15 23:02:36'}
Device: ac, Data: {'device_id': 301, 'temperature': 19, 'status': 'on', 'energy_consumption': 1.6, 'minutes_used': 237, 'timestamp': '2024-03-16 00:28:25'}
Device: ac, Data: {'device_id': 301, 'temperature': 24, 'status': 'on', 'energy_consumption': 1.03, 'minutes_used': 175, 'timestamp': '2024-03-17 13:23:16'}
Device: ac, Data: {'device_id': 301, 'temperature': 20, 'status': 'on', 'energy_consumption': 2.4, 'minutes_used': 582, 'timestamp': '2024-03-18 04:36:06'}
Device: ac, Data: {'device_id': 301, 'temperature': 21, 'status': 'on', 'energy_consumption': 2.03, 'minutes_used': 167, 'timestamp': '2024-03-19 05:35:33'}
Device: ac, Data: {'device_id': 301, 'temperature': 19, 'status': 'on', 'energy_consumption': 1.23, 'minutes_used': 298, 'timestamp': '2024-03-20 19:05:59'}
Device: ac, Data: {'device_id': 301, 'temperature': 23, 'status': 'on', 'energy_consumption': 3.24, 'minutes_used': 374, 'timestamp': '2024-03-21 08:30:07'}
Device: ac, Data: {'device_id': 301, 'temperature': 21, 'status': 'on', 'energy_consumption': 2.76, 'minutes_used': 235, 'timestamp': '2024-03-22 14:39:46'}
Device: ac, Data: {'device_id': 301, 'temperature': 22, 'status': 'on', 'energy_consumption': 2.81, 'minutes_used': 129, 'timestamp': '2024-03-23 22:52:23'}
Device: ac, Data: {'device_id': 301, 'temperature': 18, 'status': 'on', 'energy_consumption': 1.22, 'minutes_used': 221, 'timestamp': '2024-03-24 01:40:14'}
Device: ac, Data: {'device_id': 301, 'temperature': 19, 'status': 'on', 'energy_consumption': 1.94, 'minutes_used': 393, 'timestamp': '2024-03-25 20:58:48'}
Device: ac, Data: {'device_id': 301, 'temperature': 18, 'status': 'on', 'energy_consumption': 3.78, 'minutes_used': 190, 'timestamp': '2024-03-26 11:11:23'}
Device: ac, Data: {'device_id': 301, 'temperature': 21, 'status': 'on', 'energy_consumption': 3.01, 'minutes_used': 327, 'timestamp': '2024-03-27 17:47:24'}
Device: ac, Data: {'device_id': 301, 'temperature': 23, 'status': 'on', 'energy_consumption': 3.93, 'minutes_used': 148, 'timestamp': '2024-03-28 22:50:59'}
Device: ac, Data: {'device_id': 301, 'temperature': 20, 'status': 'on', 'energy_consumption': 2.64, 'minutes_used': 546, 'timestamp': '2024-03-29 09:23:04'}
Device: ac, Data: {'device_id': 301, 'temperature': 22, 'status': 'on', 'energy_consumption': 2.53, 'minutes_used': 150, 'timestamp': '2024-03-30 12:54:05'}
Device: ac, Data: {'device_id': 301, 'temperature': 23, 'status': 'on', 'energy_consumption': 3.97, 'minutes_used': 511, 'timestamp': '2024-03-31 03:24:23'}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.22, 'minutes_used': 300, 'timestamp': datetime.datetime(2025, 1, 1, 0, 0)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.25, 'minutes_used': 300, 'timestamp': datetime.datetime(2025, 1, 2, 0, 0)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.28, 'minutes_used': 300, 'timestamp': datetime.datetime(2025, 1, 3, 0, 0)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.18, 'minutes_used': 300, 'timestamp': datetime.datetime(2025, 1, 4, 0, 0)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.42, 'minutes_used': 300, 'timestamp': datetime.datetime(2025, 1, 5, 0, 0)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.35, 'minutes_used': 300, 'timestamp': datetime.datetime(2025, 1, 6, 0, 0)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.26, 'minutes_used': 300, 'timestamp': datetime.datetime(2025, 1, 7, 0, 0)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.12, 'minutes_used': 300, 'timestamp': datetime.datetime(2025, 1, 8, 0, 0)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.28, 'minutes_used': 300, 'timestamp': datetime.datetime(2025, 1, 9, 0, 0)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.47, 'minutes_used': 300, 'timestamp': datetime.datetime(2025, 1, 10, 0, 0)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.2, 'minutes_used': 300, 'timestamp': datetime.datetime(2026, 1, 14, 12, 26, 44)}
Device: light, Data: {'device_id': 203, 'status': 'off', 'energy_consumption': 0.0, 'minutes_used': 0, 'timestamp': datetime.datetime(2026, 1, 14, 12, 26, 44)}
Device: light, Data: {'device_id': 303, 'status': 'off', 'energy_consumption': 0.0, 'minutes_used': 0, 'timestamp': datetime.datetime(2026, 1, 14, 12, 26, 44)}
Device: light, Data: {'device_id': 402, 'status': 'on', 'energy_consumption': 0.3, 'minutes_used': 150, 'timestamp': datetime.datetime(2026, 1, 14, 12, 26, 44)}
Device: light, Data: {'device_id': 501, 'status': 'off', 'energy_consumption': 0.0, 'minutes_used': 0, 'timestamp': datetime.datetime(2026, 1, 14, 12, 26, 44)}
Device: light, Data: {'device_id': 502, 'status': 'off', 'energy_consumption': 0.0, 'minutes_used': 0, 'timestamp': datetime.datetime(2026, 1, 14, 12, 26, 44)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.0, 'minutes_used': 0, 'timestamp': datetime.datetime(2017, 3, 3, 0, 0)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.1, 'minutes_used': 300, 'timestamp': datetime.datetime(2026, 3, 10, 21, 21, 55)}
Device: light, Data: {'device_id': 402, 'status': 'on', 'energy_consumption': 0.1, 'minutes_used': 120, 'timestamp': datetime.datetime(2026, 3, 10, 21, 21, 55)}
Device: light, Data: {'device_id': 501, 'status': 'off', 'energy_consumption': 0.0, 'minutes_used': 0, 'timestamp': datetime.datetime(2026, 3, 10, 21, 21, 55)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.13, 'minutes_used': 275, 'timestamp': datetime.datetime(2024, 3, 1, 7, 34, 53)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.24, 'minutes_used': 169, 'timestamp': datetime.datetime(2024, 3, 2, 19, 12, 34)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.14, 'minutes_used': 234, 'timestamp': datetime.datetime(2024, 3, 3, 7, 4, 35)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.07, 'minutes_used': 260, 'timestamp': datetime.datetime(2024, 3, 4, 15, 46, 17)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.14, 'minutes_used': 63, 'timestamp': datetime.datetime(2024, 3, 5, 4, 52, 40)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.09, 'minutes_used': 256, 'timestamp': datetime.datetime(2024, 3, 6, 18, 53, 22)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.28, 'minutes_used': 230, 'timestamp': datetime.datetime(2024, 3, 7, 17, 54, 32)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.07, 'minutes_used': 183, 'timestamp': datetime.datetime(2024, 3, 8, 11, 36, 39)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.05, 'minutes_used': 126, 'timestamp': datetime.datetime(2024, 3, 9, 19, 45, 52)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.15, 'minutes_used': 207, 'timestamp': datetime.datetime(2024, 3, 10, 22, 9, 36)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.3, 'minutes_used': 162, 'timestamp': datetime.datetime(2024, 3, 11, 18, 58, 28)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.16, 'minutes_used': 193, 'timestamp': datetime.datetime(2024, 3, 12, 13, 26, 49)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.28, 'minutes_used': 186, 'timestamp': datetime.datetime(2024, 3, 13, 15, 4, 37)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.16, 'minutes_used': 84, 'timestamp': datetime.datetime(2024, 3, 14, 7, 59, 56)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.07, 'minutes_used': 247, 'timestamp': datetime.datetime(2024, 3, 15, 10, 53, 40)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.2, 'minutes_used': 130, 'timestamp': datetime.datetime(2024, 3, 16, 15, 5, 28)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.24, 'minutes_used': 106, 'timestamp': datetime.datetime(2024, 3, 17, 1, 12, 1)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.22, 'minutes_used': 212, 'timestamp': datetime.datetime(2024, 3, 18, 11, 21, 36)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.07, 'minutes_used': 94, 'timestamp': datetime.datetime(2024, 3, 19, 19, 41, 19)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.14, 'minutes_used': 77, 'timestamp': datetime.datetime(2024, 3, 20, 7, 58, 33)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.07, 'minutes_used': 108, 'timestamp': datetime.datetime(2024, 3, 21, 20, 54, 22)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.1, 'minutes_used': 177, 'timestamp': datetime.datetime(2024, 3, 22, 16, 33, 19)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.17, 'minutes_used': 274, 'timestamp': datetime.datetime(2024, 3, 23, 4, 12, 9)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.17, 'minutes_used': 118, 'timestamp': datetime.datetime(2024, 3, 24, 15, 34, 33)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.09, 'minutes_used': 203, 'timestamp': datetime.datetime(2024, 3, 25, 19, 0, 52)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.1, 'minutes_used': 291, 'timestamp': datetime.datetime(2024, 3, 26, 7, 28, 42)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.06, 'minutes_used': 150, 'timestamp': datetime.datetime(2024, 3, 27, 23, 42, 37)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.16, 'minutes_used': 163, 'timestamp': datetime.datetime(2024, 3, 28, 14, 19, 3)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.16, 'minutes_used': 196, 'timestamp': datetime.datetime(2024, 3, 29, 20, 14, 40)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.28, 'minutes_used': 277, 'timestamp': datetime.datetime(2024, 3, 30, 1, 2, 52)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.27, 'minutes_used': 297, 'timestamp': datetime.datetime(2024, 3, 31, 13, 30)}
Device: light, Data: {'device_id': 203, 'status': 'off', 'energy_consumption': 0.0, 'minutes_used': 25, 'timestamp': datetime.datetime(2026, 3, 10, 21, 42, 9)}
Device: light, Data: {'device_id': 303, 'status': 'off', 'energy_consumption': 0.0, 'minutes_used': 25, 'timestamp': datetime.datetime(2026, 3, 10, 21, 42, 59)}
Device: light, Data: {'device_id': 103, 'status': 'on', 'energy_consumption': 0.1, 'minutes_used': 50, 'timestamp': datetime.datetime(2026, 3, 10, 21, 45, 40)}
Device: light, Data: {'device_id': 303, 'status': 'off', 'energy_consumption': 0.0, 'minutes_used': 43, 'timestamp': datetime.datetime(2026, 3, 10, 21, 45, 50)}
